input_decimal,input_hex,fpga_result_hex,latency_seconds,latency_ms
49651,0xC1F3,0xDECD,0.008030,8.030
49652,0xC1F4,0xDECD,0.007777,7.777
49653,0xC1F5,0xDECE,0.007978,7.978
49654,0xC1F6,0xDECE,0.007990,7.990
49655,0xC1F7,0xDECF,0.007983,7.983
49656,0xC1F8,0xDECF,0.007980,7.980
49657,0xC1F9,0xDED0,0.007965,7.965
49658,0xC1FA,0xDED1,0.007151,7.151
49659,0xC1FB,0xDED1,0.007924,7.924
49660,0xC1FC,0xDED2,0.007986,7.986
49661,0xC1FD,0xDED2,0.007984,7.984
49662,0xC1FE,0xDED3,0.007873,7.873
49663,0xC1FF,0xDED4,0.007070,7.070
49664,0xC200,0xDED4,0.008025,8.025
49665,0xC201,0xDED5,0.007976,7.976
49666,0xC202,0xDED5,0.007865,7.865
49667,0xC203,0xDED6,0.007205,7.205
49668,0xC204,0xDED6,0.007910,7.910
49669,0xC205,0xDED7,0.007984,7.984
49670,0xC206,0xDED8,0.007991,7.991
49671,0xC207,0xDED8,0.007992,7.992
49672,0xC208,0xDED9,0.007884,7.884
49673,0xC209,0xDED9,0.008118,8.118
49674,0xC20A,0xDEDA,0.007936,7.936
49675,0xC20B,0xDEDA,0.007986,7.986
49676,0xC20C,0xDEDB,0.007891,7.891
49677,0xC20D,0xDEDC,0.007233,7.233
49678,0xC20E,0xDEDC,0.007671,7.671
49679,0xC20F,0xDEDD,0.007167,7.167
49680,0xC210,0xDEDD,0.007951,7.951
49681,0xC211,0xDEDE,0.007998,7.998
49682,0xC212,0xDEDE,0.007925,7.925
49683,0xC213,0xDEDF,0.008114,8.114
49684,0xC214,0xDEE0,0.007776,7.776
49685,0xC215,0xDEE0,0.007174,7.174
49686,0xC216,0xDEE1,0.007976,7.976
49687,0xC217,0xDEE1,0.007993,7.993
49688,0xC218,0xDEE2,0.007994,7.994
49689,0xC219,0xDEE2,0.007836,7.836
49690,0xC21A,0xDEE3,0.007194,7.194
49691,0xC21B,0xDEE4,0.007903,7.903
49692,0xC21C,0xDEE4,0.008003,8.003
49693,0xC21D,0xDEE5,0.008020,8.020
49694,0xC21E,0xDEE5,0.007996,7.996
49695,0xC21F,0xDEE6,0.008161,8.161
49696,0xC220,0xDEE6,0.007638,7.638
49697,0xC221,0xDEE7,0.007193,7.193
49698,0xC222,0xDEE8,0.007918,7.918
49699,0xC223,0xDEE8,0.007997,7.997
49700,0xC224,0xDEE9,0.007978,7.978
49701,0xC225,0xDEE9,0.007971,7.971
49702,0xC226,0xDEEA,0.008113,8.113
49703,0xC227,0xDEEA,0.007979,7.979
49704,0xC228,0xDEEB,0.007673,7.673
49705,0xC229,0xDEEC,0.007319,7.319
49706,0xC22A,0xDEEC,0.008014,8.014
49707,0xC22B,0xDEED,0.008015,8.015
49708,0xC22C,0xDEED,0.007602,7.602
49709,0xC22D,0xDEEE,0.007408,7.408
49710,0xC22E,0xDEEE,0.007736,7.736
49711,0xC22F,0xDEEF,0.008002,8.002
49712,0xC230,0xDEF0,0.007974,7.974
49713,0xC231,0xDEF0,0.007993,7.993
49714,0xC232,0xDEF1,0.007840,7.840
49715,0xC233,0xDEF1,0.007174,7.174
49716,0xC234,0xDEF2,0.007985,7.985
49717,0xC235,0xDEF3,0.007999,7.999
49718,0xC236,0xDEF3,0.007797,7.797
49719,0xC237,0xDEF4,0.007243,7.243
49720,0xC238,0xDEF4,0.007873,7.873
49721,0xC239,0xDEF5,0.008101,8.101
49722,0xC23A,0xDEF5,0.007845,7.845
49723,0xC23B,0xDEF6,0.007999,7.999
49724,0xC23C,0xDEF7,0.007837,7.837
49725,0xC23D,0xDEF7,0.007188,7.188
49726,0xC23E,0xDEF8,0.007939,7.939
49727,0xC23F,0xDEF8,0.008011,8.011
49728,0xC240,0xDEF9,0.007983,7.983
49729,0xC241,0xDEF9,0.008002,8.002
49730,0xC242,0xDEFA,0.007964,7.964
49731,0xC243,0xDEFB,0.007952,7.952
49732,0xC244,0xDEFB,0.007846,7.846
49733,0xC245,0xDEFC,0.007207,7.207
49734,0xC246,0xDEFC,0.007919,7.919
49735,0xC247,0xDEFD,0.007991,7.991
49736,0xC248,0xDEFD,0.007860,7.860
49737,0xC249,0xDEFE,0.007134,7.134
49738,0xC24A,0xDEFF,0.007912,7.912
49739,0xC24B,0xDEFF,0.007993,7.993
49740,0xC24C,0xDF00,0.008035,8.035
49741,0xC24D,0xDF00,0.007981,7.981
49742,0xC24E,0xDF01,0.007988,7.988
49743,0xC24F,0xDF01,0.007986,7.986
49744,0xC250,0xDF02,0.007983,7.983
49745,0xC251,0xDF03,0.007980,7.980
49746,0xC252,0xDF03,0.007987,7.987
49747,0xC253,0xDF04,0.007988,7.988
49748,0xC254,0xDF04,0.007994,7.994
49749,0xC255,0xDF05,0.007992,7.992
49750,0xC256,0xDF05,0.007952,7.952
49751,0xC257,0xDF06,0.007988,7.988
49752,0xC258,0xDF07,0.008025,8.025
49753,0xC259,0xDF07,0.008000,8.000
49754,0xC25A,0xDF08,0.007988,7.988
49755,0xC25B,0xDF08,0.007983,7.983
49756,0xC25C,0xDF09,0.007985,7.985
49757,0xC25D,0xDF09,0.008001,8.001
49758,0xC25E,0xDF0A,0.007973,7.973
49759,0xC25F,0xDF0B,0.007985,7.985
49760,0xC260,0xDF0B,0.007978,7.978
49761,0xC261,0xDF0C,0.007844,7.844
49762,0xC262,0xDF0C,0.007268,7.268
49763,0xC263,0xDF0D,0.007838,7.838
49764,0xC264,0xDF0D,0.007985,7.985
49765,0xC265,0xDF0E,0.008012,8.012
49766,0xC266,0xDF0F,0.008007,8.007
49767,0xC267,0xDF0F,0.008023,8.023
49768,0xC268,0xDF10,0.007890,7.890
49769,0xC269,0xDF10,0.007991,7.991
49770,0xC26A,0xDF11,0.007983,7.983
49771,0xC26B,0xDF12,0.008136,8.136
49772,0xC26C,0xDF12,0.007987,7.987
49773,0xC26D,0xDF13,0.008015,8.015
49774,0xC26E,0xDF13,0.007872,7.872
49775,0xC26F,0xDF14,0.008019,8.019
49776,0xC270,0xDF14,0.007991,7.991
49777,0xC271,0xDF15,0.008003,8.003
49778,0xC272,0xDF16,0.007904,7.904
49779,0xC273,0xDF16,0.007837,7.837
49780,0xC274,0xDF17,0.008115,8.115
49781,0xC275,0xDF17,0.007997,7.997
49782,0xC276,0xDF18,0.007998,7.998
49783,0xC277,0xDF18,0.007970,7.970
49784,0xC278,0xDF19,0.008007,8.007
49785,0xC279,0xDF1A,0.007984,7.984
49786,0xC27A,0xDF1A,0.007867,7.867
49787,0xC27B,0xDF1B,0.008118,8.118
49788,0xC27C,0xDF1B,0.007726,7.726
49789,0xC27D,0xDF1C,0.007276,7.276
49790,0xC27E,0xDF1C,0.007861,7.861
49791,0xC27F,0xDF1D,0.007977,7.977
49792,0xC280,0xDF1E,0.007972,7.972
49793,0xC281,0xDF1E,0.007973,7.973
49794,0xC282,0xDF1F,0.007807,7.807
49795,0xC283,0xDF1F,0.007168,7.168
49796,0xC284,0xDF20,0.007940,7.940
49797,0xC285,0xDF20,0.007983,7.983
49798,0xC286,0xDF21,0.008217,8.217
49799,0xC287,0xDF22,0.007638,7.638
49800,0xC288,0xDF22,0.007050,7.050
49801,0xC289,0xDF23,0.007928,7.928
49802,0xC28A,0xDF23,0.007225,7.225
49803,0xC28B,0xDF24,0.007852,7.852
49804,0xC28C,0xDF24,0.008001,8.001
49805,0xC28D,0xDF25,0.008016,8.016
49806,0xC28E,0xDF26,0.007834,7.834
49807,0xC28F,0xDF26,0.007062,7.062
49808,0xC290,0xDF27,0.007888,7.888
49809,0xC291,0xDF27,0.007224,7.224
49810,0xC292,0xDF28,0.007896,7.896
49811,0xC293,0xDF28,0.007981,7.981
49812,0xC294,0xDF29,0.007857,7.857
49813,0xC295,0xDF2A,0.008074,8.074
49814,0xC296,0xDF2A,0.007990,7.990
49815,0xC297,0xDF2B,0.007986,7.986
49816,0xC298,0xDF2B,0.007996,7.996
49817,0xC299,0xDF2C,0.007952,7.952
49818,0xC29A,0xDF2C,0.007995,7.995
49819,0xC29B,0xDF2D,0.008025,8.025
49820,0xC29C,0xDF2E,0.007994,7.994
49821,0xC29D,0xDF2E,0.007987,7.987
49822,0xC29E,0xDF2F,0.007983,7.983
49823,0xC29F,0xDF2F,0.007988,7.988
49824,0xC2A0,0xDF30,0.007980,7.980
49825,0xC2A1,0xDF30,0.007995,7.995
49826,0xC2A2,0xDF31,0.007989,7.989
49827,0xC2A3,0xDF32,0.007991,7.991
49828,0xC2A4,0xDF32,0.007982,7.982
49829,0xC2A5,0xDF33,0.008010,8.010
49830,0xC2A6,0xDF33,0.007999,7.999
49831,0xC2A7,0xDF34,0.007954,7.954
49832,0xC2A8,0xDF34,0.008012,8.012
49833,0xC2A9,0xDF35,0.007983,7.983
49834,0xC2AA,0xDF36,0.007969,7.969
49835,0xC2AB,0xDF36,0.008103,8.103
49836,0xC2AC,0xDF37,0.008022,8.022
49837,0xC2AD,0xDF37,0.007692,7.692
49838,0xC2AE,0xDF38,0.007290,7.290
49839,0xC2AF,0xDF39,0.007992,7.992
49840,0xC2B0,0xDF39,0.008022,8.022
49841,0xC2B1,0xDF3A,0.007841,7.841
49842,0xC2B2,0xDF3A,0.008008,8.008
49843,0xC2B3,0xDF3B,0.007741,7.741
49844,0xC2B4,0xDF3B,0.007391,7.391
49845,0xC2B5,0xDF3C,0.007767,7.767
49846,0xC2B6,0xDF3D,0.007988,7.988
49847,0xC2B7,0xDF3D,0.007866,7.866
49848,0xC2B8,0xDF3E,0.007282,7.282
49849,0xC2B9,0xDF3E,0.007832,7.832
49850,0xC2BA,0xDF3F,0.007985,7.985
49851,0xC2BB,0xDF3F,0.008012,8.012
49852,0xC2BC,0xDF40,0.008020,8.020
49853,0xC2BD,0xDF41,0.007871,7.871
49854,0xC2BE,0xDF41,0.008124,8.124
49855,0xC2BF,0xDF42,0.007699,7.699
49856,0xC2C0,0xDF42,0.007142,7.142
49857,0xC2C1,0xDF43,0.007978,7.978
49858,0xC2C2,0xDF43,0.008008,8.008
49859,0xC2C3,0xDF44,0.007840,7.840
49860,0xC2C4,0xDF45,0.007294,7.294
49861,0xC2C5,0xDF45,0.007822,7.822
49862,0xC2C6,0xDF46,0.007986,7.986
49863,0xC2C7,0xDF46,0.007871,7.871
49864,0xC2C8,0xDF47,0.008054,8.054
49865,0xC2C9,0xDF47,0.007844,7.844
49866,0xC2CA,0xDF48,0.007204,7.204
49867,0xC2CB,0xDF49,0.007942,7.942
49868,0xC2CC,0xDF49,0.008001,8.001
49869,0xC2CD,0xDF4A,0.007969,7.969
49870,0xC2CE,0xDF4A,0.007985,7.985
49871,0xC2CF,0xDF4B,0.007791,7.791
49872,0xC2D0,0xDF4B,0.007153,7.153
49873,0xC2D1,0xDF4C,0.008002,8.002
49874,0xC2D2,0xDF4D,0.007986,7.986
49875,0xC2D3,0xDF4D,0.007875,7.875
49876,0xC2D4,0xDF4E,0.008099,8.099
49877,0xC2D5,0xDF4E,0.007809,7.809
49878,0xC2D6,0xDF4F,0.007188,7.188
49879,0xC2D7,0xDF4F,0.007953,7.953
49880,0xC2D8,0xDF50,0.007808,7.808
49881,0xC2D9,0xDF51,0.007210,7.210
49882,0xC2DA,0xDF51,0.007948,7.948
49883,0xC2DB,0xDF52,0.007992,7.992
49884,0xC2DC,0xDF52,0.007997,7.997
49885,0xC2DD,0xDF53,0.007983,7.983
49886,0xC2DE,0xDF53,0.007980,7.980
49887,0xC2DF,0xDF54,0.007854,7.854
49888,0xC2E0,0xDF55,0.007942,7.942
49889,0xC2E1,0xDF55,0.007963,7.963
49890,0xC2E2,0xDF56,0.007926,7.926
49891,0xC2E3,0xDF56,0.006996,6.996
49892,0xC2E4,0xDF57,0.007054,7.054
49893,0xC2E5,0xDF57,0.007927,7.927
49894,0xC2E6,0xDF58,0.007020,7.020
49895,0xC2E7,0xDF59,0.007192,7.192
49896,0xC2E8,0xDF59,0.007883,7.883
49897,0xC2E9,0xDF5A,0.007991,7.991
49898,0xC2EA,0xDF5A,0.008184,8.184
49899,0xC2EB,0xDF5B,0.007647,7.647
49900,0xC2EC,0xDF5B,0.007011,7.011
49901,0xC2ED,0xDF5C,0.007145,7.145
49902,0xC2EE,0xDF5D,0.007799,7.799
49903,0xC2EF,0xDF5D,0.007028,7.028
49904,0xC2F0,0xDF5E,0.007034,7.034
49905,0xC2F1,0xDF5E,0.008039,8.039
49906,0xC2F2,0xDF5F,0.008018,8.018
49907,0xC2F3,0xDF5F,0.008022,8.022
49908,0xC2F4,0xDF60,0.007979,7.979
49909,0xC2F5,0xDF61,0.008066,8.066
49910,0xC2F6,0xDF61,0.007993,7.993
49911,0xC2F7,0xDF62,0.007974,7.974
49912,0xC2F8,0xDF62,0.007840,7.840
49913,0xC2F9,0xDF63,0.007988,7.988
49914,0xC2FA,0xDF63,0.007838,7.838
49915,0xC2FB,0xDF64,0.007180,7.180
49916,0xC2FC,0xDF65,0.007990,7.990
49917,0xC2FD,0xDF65,0.007998,7.998
49918,0xC2FE,0xDF66,0.007980,7.980
49919,0xC2FF,0xDF66,0.008022,8.022
49920,0xC300,0xDF67,0.007728,7.728
49921,0xC301,0xDF67,0.007239,7.239
49922,0xC302,0xDF68,0.007877,7.877
49923,0xC303,0xDF69,0.007990,7.990
49924,0xC304,0xDF69,0.008017,8.017
49925,0xC305,0xDF6A,0.008007,8.007
49926,0xC306,0xDF6A,0.007783,7.783
49927,0xC307,0xDF6B,0.007189,7.189
49928,0xC308,0xDF6C,0.007980,7.980
49929,0xC309,0xDF6C,0.007983,7.983
49930,0xC30A,0xDF6D,0.007803,7.803
49931,0xC30B,0xDF6D,0.007215,7.215
49932,0xC30C,0xDF6E,0.007921,7.921
49933,0xC30D,0xDF6E,0.007989,7.989
49934,0xC30E,0xDF6F,0.007987,7.987
49935,0xC30F,0xDF70,0.007987,7.987
49936,0xC310,0xDF70,0.007992,7.992
49937,0xC311,0xDF71,0.007977,7.977
49938,0xC312,0xDF71,0.007983,7.983
49939,0xC313,0xDF72,0.007978,7.978
49940,0xC314,0xDF72,0.007964,7.964
49941,0xC315,0xDF73,0.007956,7.956
49942,0xC316,0xDF74,0.007885,7.885
49943,0xC317,0xDF74,0.007249,7.249
49944,0xC318,0xDF75,0.007861,7.861
49945,0xC319,0xDF75,0.007980,7.980
49946,0xC31A,0xDF76,0.007958,7.958
49947,0xC31B,0xDF76,0.008024,8.024
49948,0xC31C,0xDF77,0.007944,7.944
49949,0xC31D,0xDF78,0.008026,8.026
49950,0xC31E,0xDF78,0.007783,7.783
49951,0xC31F,0xDF79,0.007183,7.183
49952,0xC320,0xDF79,0.007934,7.934
49953,0xC321,0xDF7A,0.008038,8.038
49954,0xC322,0xDF7A,0.007967,7.967
49955,0xC323,0xDF7B,0.008021,8.021
49956,0xC324,0xDF7C,0.007980,7.980
49957,0xC325,0xDF7C,0.007977,7.977
49958,0xC326,0xDF7D,0.007797,7.797
49959,0xC327,0xDF7D,0.007201,7.201
49960,0xC328,0xDF7E,0.007946,7.946
49961,0xC329,0xDF7E,0.007981,7.981
49962,0xC32A,0xDF7F,0.007977,7.977
49963,0xC32B,0xDF80,0.008001,8.001
49964,0xC32C,0xDF80,0.007812,7.812
49965,0xC32D,0xDF81,0.007224,7.224
49966,0xC32E,0xDF81,0.007974,7.974
49967,0xC32F,0xDF82,0.007990,7.990
49968,0xC330,0xDF82,0.007765,7.765
49969,0xC331,0xDF83,0.007218,7.218
49970,0xC332,0xDF84,0.008061,8.061
49971,0xC333,0xDF84,0.007977,7.977
49972,0xC334,0xDF85,0.007878,7.878
49973,0xC335,0xDF85,0.007989,7.989
49974,0xC336,0xDF86,0.007802,7.802
49975,0xC337,0xDF86,0.007173,7.173
49976,0xC338,0xDF87,0.008006,8.006
49977,0xC339,0xDF88,0.007992,7.992
49978,0xC33A,0xDF88,0.007913,7.913
49979,0xC33B,0xDF89,0.008226,8.226
49980,0xC33C,0xDF89,0.007591,7.591
49981,0xC33D,0xDF8A,0.007095,7.095
49982,0xC33E,0xDF8A,0.007924,7.924
49983,0xC33F,0xDF8B,0.007144,7.144
49984,0xC340,0xDF8C,0.007968,7.968
49985,0xC341,0xDF8C,0.008021,8.021
49986,0xC342,0xDF8D,0.007998,7.998
49987,0xC343,0xDF8D,0.007804,7.804
49988,0xC344,0xDF8E,0.007091,7.091
49989,0xC345,0xDF8E,0.007846,7.846
49990,0xC346,0xDF8F,0.007241,7.241
49991,0xC347,0xDF90,0.007915,7.915
49992,0xC348,0xDF90,0.007817,7.817
49993,0xC349,0xDF91,0.007952,7.952
49994,0xC34A,0xDF91,0.007021,7.021
49995,0xC34B,0xDF92,0.007984,7.984
49996,0xC34C,0xDF92,0.007934,7.934
49997,0xC34D,0xDF93,0.007972,7.972
49998,0xC34E,0xDF94,0.007985,7.985
49999,0xC34F,0xDF94,0.007964,7.964
50000,0xC350,0xDF95,0.007944,7.944
50001,0xC351,0xDF95,0.007843,7.843
50002,0xC352,0xDF96,0.008032,8.032
50003,0xC353,0xDF96,0.007812,7.812
50004,0xC354,0xDF97,0.007022,7.022
50005,0xC355,0xDF98,0.007923,7.923
50006,0xC356,0xDF98,0.007967,7.967
50007,0xC357,0xDF99,0.007082,7.082
50008,0xC358,0xDF99,0.007865,7.865
50009,0xC359,0xDF9A,0.007038,7.038
50010,0xC35A,0xDF9A,0.007888,7.888
50011,0xC35B,0xDF9B,0.007972,7.972
50012,0xC35C,0xDF9C,0.007074,7.074
50013,0xC35D,0xDF9C,0.007872,7.872
50014,0xC35E,0xDF9D,0.007035,7.035
50015,0xC35F,0xDF9D,0.007919,7.919
50016,0xC360,0xDF9E,0.007968,7.968
50017,0xC361,0xDF9E,0.007964,7.964
50018,0xC362,0xDF9F,0.007954,7.954
50019,0xC363,0xDFA0,0.007083,7.083
50020,0xC364,0xDFA0,0.007860,7.860
50021,0xC365,0xDFA1,0.007032,7.032
50022,0xC366,0xDFA1,0.007946,7.946
50023,0xC367,0xDFA2,0.007933,7.933
50024,0xC368,0xDFA2,0.007161,7.161
50025,0xC369,0xDFA3,0.007785,7.785
50026,0xC36A,0xDFA4,0.007033,7.033
50027,0xC36B,0xDFA4,0.007897,7.897
50028,0xC36C,0xDFA5,0.006973,6.973
50029,0xC36D,0xDFA5,0.007040,7.040
50030,0xC36E,0xDFA6,0.006976,6.976
50031,0xC36F,0xDFA6,0.007915,7.915
50032,0xC370,0xDFA7,0.006981,6.981
50033,0xC371,0xDFA8,0.007004,7.004
50034,0xC372,0xDFA8,0.006999,6.999
50035,0xC373,0xDFA9,0.007026,7.026
50036,0xC374,0xDFA9,0.007057,7.057
50037,0xC375,0xDFAA,0.007857,7.857
50038,0xC376,0xDFAA,0.006992,6.992
50039,0xC377,0xDFAB,0.006986,6.986
50040,0xC378,0xDFAC,0.006959,6.959
50041,0xC379,0xDFAC,0.007034,7.034
50042,0xC37A,0xDFAD,0.006949,6.949
50043,0xC37B,0xDFAD,0.006991,6.991
50044,0xC37C,0xDFAE,0.007010,7.010
50045,0xC37D,0xDFAE,0.006977,6.977
50046,0xC37E,0xDFAF,0.007009,7.009
50047,0xC37F,0xDFB0,0.006959,6.959
50048,0xC380,0xDFB0,0.006988,6.988
50049,0xC381,0xDFB1,0.007013,7.013
50050,0xC382,0xDFB1,0.006981,6.981
50051,0xC383,0xDFB2,0.007030,7.030
50052,0xC384,0xDFB2,0.006957,6.957
50053,0xC385,0xDFB3,0.006982,6.982
50054,0xC386,0xDFB4,0.007024,7.024
50055,0xC387,0xDFB4,0.006963,6.963
50056,0xC388,0xDFB5,0.006997,6.997
50057,0xC389,0xDFB5,0.007003,7.003
50058,0xC38A,0xDFB6,0.006988,6.988
50059,0xC38B,0xDFB6,0.007023,7.023
50060,0xC38C,0xDFB7,0.006982,6.982
50061,0xC38D,0xDFB8,0.007036,7.036
50062,0xC38E,0xDFB8,0.006992,6.992
50063,0xC38F,0xDFB9,0.007058,7.058
50064,0xC390,0xDFB9,0.007898,7.898
50065,0xC391,0xDFBA,0.007015,7.015
50066,0xC392,0xDFBA,0.007027,7.027
50067,0xC393,0xDFBB,0.007894,7.894
50068,0xC394,0xDFBC,0.007004,7.004
50069,0xC395,0xDFBC,0.007018,7.018
50070,0xC396,0xDFBD,0.007034,7.034
50071,0xC397,0xDFBD,0.007916,7.916
50072,0xC398,0xDFBE,0.007017,7.017
50073,0xC399,0xDFBE,0.007974,7.974
50074,0xC39A,0xDFBF,0.007011,7.011
50075,0xC39B,0xDFC0,0.007950,7.950
50076,0xC39C,0xDFC0,0.007121,7.121
50077,0xC39D,0xDFC1,0.007860,7.860
50078,0xC39E,0xDFC1,0.007017,7.017
50079,0xC39F,0xDFC2,0.007937,7.937
50080,0xC3A0,0xDFC2,0.007011,7.011
50081,0xC3A1,0xDFC3,0.007028,7.028
50082,0xC3A2,0xDFC4,0.007916,7.916
50083,0xC3A3,0xDFC4,0.007030,7.030
50084,0xC3A4,0xDFC5,0.007969,7.969
50085,0xC3A5,0xDFC5,0.007064,7.064
50086,0xC3A6,0xDFC6,0.007902,7.902
50087,0xC3A7,0xDFC7,0.006995,6.995
50088,0xC3A8,0xDFC7,0.007942,7.942
50089,0xC3A9,0xDFC8,0.007101,7.101
50090,0xC3AA,0xDFC8,0.007974,7.974
50091,0xC3AB,0xDFC9,0.007920,7.920
50092,0xC3AC,0xDFC9,0.007160,7.160
50093,0xC3AD,0xDFCA,0.007931,7.931
50094,0xC3AE,0xDFCB,0.007968,7.968
50095,0xC3AF,0xDFCB,0.007964,7.964
50096,0xC3B0,0xDFCC,0.008011,8.011
50097,0xC3B1,0xDFCC,0.007824,7.824
50098,0xC3B2,0xDFCD,0.007138,7.138
50099,0xC3B3,0xDFCD,0.007989,7.989
50100,0xC3B4,0xDFCE,0.007986,7.986
50101,0xC3B5,0xDFCF,0.007889,7.889
50102,0xC3B6,0xDFCF,0.007111,7.111
50103,0xC3B7,0xDFD0,0.007994,7.994
50104,0xC3B8,0xDFD0,0.007980,7.980
50105,0xC3B9,0xDFD1,0.007980,7.980
50106,0xC3BA,0xDFD1,0.007972,7.972
50107,0xC3BB,0xDFD2,0.007843,7.843
50108,0xC3BC,0xDFD3,0.007198,7.198
50109,0xC3BD,0xDFD3,0.007928,7.928
50110,0xC3BE,0xDFD4,0.008010,8.010
50111,0xC3BF,0xDFD4,0.007950,7.950
50112,0xC3C0,0xDFD5,0.007891,7.891
50113,0xC3C1,0xDFD5,0.007942,7.942
50114,0xC3C2,0xDFD6,0.007194,7.194
50115,0xC3C3,0xDFD7,0.008038,8.038
50116,0xC3C4,0xDFD7,0.007946,7.946
50117,0xC3C5,0xDFD8,0.008038,8.038
50118,0xC3C6,0xDFD8,0.008017,8.017
50119,0xC3C7,0xDFD9,0.007710,7.710
50120,0xC3C8,0xDFD9,0.007209,7.209
50121,0xC3C9,0xDFDA,0.007795,7.795
50122,0xC3CA,0xDFDB,0.008077,8.077
50123,0xC3CB,0xDFDB,0.007840,7.840
50124,0xC3CC,0xDFDC,0.007274,7.274
50125,0xC3CD,0xDFDC,0.007857,7.857
50126,0xC3CE,0xDFDD,0.008018,8.018
50127,0xC3CF,0xDFDD,0.007784,7.784
50128,0xC3D0,0xDFDE,0.007216,7.216
50129,0xC3D1,0xDFDF,0.008005,8.005
50130,0xC3D2,0xDFDF,0.007740,7.740
50131,0xC3D3,0xDFE0,0.007042,7.042
50132,0xC3D4,0xDFE0,0.007919,7.919
50133,0xC3D5,0xDFE1,0.007128,7.128
50134,0xC3D6,0xDFE1,0.008019,8.019
50135,0xC3D7,0xDFE2,0.007971,7.971
50136,0xC3D8,0xDFE3,0.007857,7.857
50137,0xC3D9,0xDFE3,0.006982,6.982
50138,0xC3DA,0xDFE4,0.007189,7.189
50139,0xC3DB,0xDFE4,0.007922,7.922
50140,0xC3DC,0xDFE5,0.007992,7.992
50141,0xC3DD,0xDFE5,0.007981,7.981
50142,0xC3DE,0xDFE6,0.007969,7.969
50143,0xC3DF,0xDFE7,0.007860,7.860
50144,0xC3E0,0xDFE7,0.006985,6.985
50145,0xC3E1,0xDFE8,0.007149,7.149
50146,0xC3E2,0xDFE8,0.007981,7.981
50147,0xC3E3,0xDFE9,0.007973,7.973
50148,0xC3E4,0xDFE9,0.008015,8.015
50149,0xC3E5,0xDFEA,0.007997,7.997
50150,0xC3E6,0xDFEB,0.007820,7.820
50151,0xC3E7,0xDFEB,0.007136,7.136
50152,0xC3E8,0xDFEC,0.007968,7.968
50153,0xC3E9,0xDFEC,0.007985,7.985
50154,0xC3EA,0xDFED,0.008012,8.012
50155,0xC3EB,0xDFED,0.007985,7.985
50156,0xC3EC,0xDFEE,0.007990,7.990
50157,0xC3ED,0xDFEF,0.007981,7.981
50158,0xC3EE,0xDFEF,0.007983,7.983
50159,0xC3EF,0xDFF0,0.007987,7.987
50160,0xC3F0,0xDFF0,0.007982,7.982
50161,0xC3F1,0xDFF1,0.007989,7.989
50162,0xC3F2,0xDFF1,0.007991,7.991
50163,0xC3F3,0xDFF2,0.007991,7.991
50164,0xC3F4,0xDFF3,0.007981,7.981
50165,0xC3F5,0xDFF3,0.007993,7.993
50166,0xC3F6,0xDFF4,0.007996,7.996
50167,0xC3F7,0xDFF4,0.008007,8.007
50168,0xC3F8,0xDFF5,0.007971,7.971
50169,0xC3F9,0xDFF5,0.007895,7.895
50170,0xC3FA,0xDFF6,0.008080,8.080
50171,0xC3FB,0xDFF7,0.007817,7.817
50172,0xC3FC,0xDFF7,0.007141,7.141
50173,0xC3FD,0xDFF8,0.008024,8.024
50174,0xC3FE,0xDFF8,0.007948,7.948
50175,0xC3FF,0xDFF9,0.007869,7.869
50176,0xC400,0xDFF9,0.007131,7.131
50177,0xC401,0xDFFA,0.007997,7.997
50178,0xC402,0xDFFB,0.007996,7.996
50179,0xC403,0xDFFB,0.007987,7.987
50180,0xC404,0xDFFC,0.007980,7.980
50181,0xC405,0xDFFC,0.007979,7.979
50182,0xC406,0xDFFD,0.007841,7.841
50183,0xC407,0xDFFD,0.007129,7.129
50184,0xC408,0xDFFE,0.008000,8.000
50185,0xC409,0xDFFF,0.008039,8.039
50186,0xC40A,0xDFFF,0.008058,8.058
50187,0xC40B,0xE000,0.007685,7.685
50188,0xC40C,0xE000,0.007017,7.017
50189,0xC40D,0xE001,0.007944,7.944
50190,0xC40E,0xE001,0.007140,7.140
50191,0xC40F,0xE002,0.007986,7.986
50192,0xC410,0xE003,0.007986,7.986
50193,0xC411,0xE003,0.007998,7.998
50194,0xC412,0xE004,0.008004,8.004
50195,0xC413,0xE004,0.007985,7.985
50196,0xC414,0xE005,0.008014,8.014
50197,0xC415,0xE005,0.007730,7.730
50198,0xC416,0xE006,0.007252,7.252
50199,0xC417,0xE007,0.007886,7.886
50200,0xC418,0xE007,0.007978,7.978
50201,0xC419,0xE008,0.007888,7.888
50202,0xC41A,0xE008,0.007233,7.233
50203,0xC41B,0xE009,0.007833,7.833
50204,0xC41C,0xE009,0.007980,7.980
50205,0xC41D,0xE00A,0.007848,7.848
50206,0xC41E,0xE00B,0.007221,7.221
50207,0xC41F,0xE00B,0.007885,7.885
50208,0xC420,0xE00C,0.007989,7.989
50209,0xC421,0xE00C,0.007981,7.981
50210,0xC422,0xE00D,0.007990,7.990
50211,0xC423,0xE00D,0.007986,7.986
50212,0xC424,0xE00E,0.007975,7.975
50213,0xC425,0xE00F,0.007992,7.992
50214,0xC426,0xE00F,0.007979,7.979
50215,0xC427,0xE010,0.007954,7.954
50216,0xC428,0xE010,0.007988,7.988
50217,0xC429,0xE011,0.007998,7.998
50218,0xC42A,0xE011,0.008009,8.009
50219,0xC42B,0xE012,0.007967,7.967
50220,0xC42C,0xE013,0.007992,7.992
