Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
62876,250.7509,250.7227,0.028216,7.22 LSB,FAIL
62877,250.7529,250.7227,0.030210,7.73 LSB,FAIL
62878,250.7549,250.7266,0.028298,7.24 LSB,FAIL
62879,250.7569,250.7266,0.030292,7.75 LSB,FAIL
62880,250.7588,250.7305,0.028380,7.27 LSB,FAIL
62881,250.7608,250.7305,0.030373,7.78 LSB,FAIL
62882,250.7628,250.7344,0.028461,7.29 LSB,FAIL
62883,250.7648,250.7344,0.030455,7.80 LSB,FAIL
62884,250.7668,250.7383,0.028543,7.31 LSB,FAIL
62885,250.7688,250.7383,0.030537,7.82 LSB,FAIL
62886,250.7708,250.7422,0.028624,7.33 LSB,FAIL
62887,250.7728,250.7422,0.030618,7.84 LSB,FAIL
62888,250.7748,250.7461,0.028706,7.35 LSB,FAIL
62889,250.7768,250.7500,0.026793,6.86 LSB,FAIL
62890,250.7788,250.7500,0.028787,7.37 LSB,FAIL
62891,250.7808,250.7539,0.026875,6.88 LSB,FAIL
62892,250.7828,250.7539,0.028868,7.39 LSB,FAIL
62893,250.7848,250.7578,0.026956,6.90 LSB,FAIL
62894,250.7868,250.7578,0.028950,7.41 LSB,FAIL
62895,250.7888,250.7617,0.027037,6.92 LSB,FAIL
62896,250.7907,250.7617,0.029031,7.43 LSB,FAIL
62897,250.7927,250.7656,0.027118,6.94 LSB,FAIL
62898,250.7947,250.7656,0.029112,7.45 LSB,FAIL
62899,250.7967,250.7695,0.027199,6.96 LSB,FAIL
62900,250.7987,250.7695,0.029193,7.47 LSB,FAIL
62901,250.8007,250.7734,0.027280,6.98 LSB,FAIL
62902,250.8027,250.7734,0.029274,7.49 LSB,FAIL
62903,250.8047,250.7773,0.027361,7.00 LSB,FAIL
62904,250.8067,250.7773,0.029355,7.51 LSB,FAIL
62905,250.8087,250.7812,0.027442,7.03 LSB,FAIL
62906,250.8107,250.7812,0.029436,7.54 LSB,FAIL
62907,250.8127,250.7852,0.027523,7.05 LSB,FAIL
62908,250.8147,250.7852,0.029516,7.56 LSB,FAIL
62909,250.8167,250.7891,0.027604,7.07 LSB,FAIL
62910,250.8187,250.7891,0.029597,7.58 LSB,FAIL
62911,250.8207,250.7930,0.027684,7.09 LSB,FAIL
62912,250.8226,250.7930,0.029678,7.60 LSB,FAIL
62913,250.8246,250.7969,0.027765,7.11 LSB,FAIL
62914,250.8266,250.7969,0.029758,7.62 LSB,FAIL
62915,250.8286,250.8008,0.027846,7.13 LSB,FAIL
62916,250.8306,250.8008,0.029839,7.64 LSB,FAIL
62917,250.8326,250.8047,0.027926,7.15 LSB,FAIL
62918,250.8346,250.8047,0.029919,7.66 LSB,FAIL
62919,250.8366,250.8086,0.028006,7.17 LSB,FAIL
62920,250.8386,250.8086,0.030000,7.68 LSB,FAIL
62921,250.8406,250.8125,0.028087,7.19 LSB,FAIL
62922,250.8426,250.8125,0.030080,7.70 LSB,FAIL
62923,250.8446,250.8164,0.028167,7.21 LSB,FAIL
62924,250.8466,250.8164,0.030160,7.72 LSB,FAIL
62925,250.8486,250.8203,0.028247,7.23 LSB,FAIL
62926,250.8506,250.8203,0.030241,7.74 LSB,FAIL
62927,250.8525,250.8242,0.028328,7.25 LSB,FAIL
62928,250.8545,250.8242,0.030321,7.76 LSB,FAIL
62929,250.8565,250.8281,0.028408,7.27 LSB,FAIL
62930,250.8585,250.8281,0.030401,7.78 LSB,FAIL
62931,250.8605,250.8320,0.028488,7.29 LSB,FAIL
62932,250.8625,250.8320,0.030481,7.80 LSB,FAIL
62933,250.8645,250.8359,0.028568,7.31 LSB,FAIL
62934,250.8665,250.8359,0.030561,7.82 LSB,FAIL
62935,250.8685,250.8398,0.028648,7.33 LSB,FAIL
62936,250.8705,250.8398,0.030641,7.84 LSB,FAIL
62937,250.8725,250.8438,0.028728,7.35 LSB,FAIL
62938,250.8745,250.8477,0.026814,6.86 LSB,FAIL
62939,250.8765,250.8477,0.028807,7.37 LSB,FAIL
62940,250.8785,250.8516,0.026894,6.88 LSB,FAIL
62941,250.8804,250.8516,0.028887,7.40 LSB,FAIL
62942,250.8824,250.8555,0.026974,6.91 LSB,FAIL
62943,250.8844,250.8555,0.028967,7.42 LSB,FAIL
62944,250.8864,250.8594,0.027053,6.93 LSB,FAIL
62945,250.8884,250.8594,0.029046,7.44 LSB,FAIL
62946,250.8904,250.8633,0.027133,6.95 LSB,FAIL
62947,250.8924,250.8633,0.029126,7.46 LSB,FAIL
62948,250.8944,250.8672,0.027213,6.97 LSB,FAIL
62949,250.8964,250.8672,0.029205,7.48 LSB,FAIL
62950,250.8984,250.8711,0.027292,6.99 LSB,FAIL
62951,250.9004,250.8711,0.029285,7.50 LSB,FAIL
62952,250.9024,250.8750,0.027371,7.01 LSB,FAIL
62953,250.9044,250.8750,0.029364,7.52 LSB,FAIL
62954,250.9064,250.8789,0.027451,7.03 LSB,FAIL
62955,250.9083,250.8789,0.029444,7.54 LSB,FAIL
62956,250.9103,250.8828,0.027530,7.05 LSB,FAIL
62957,250.9123,250.8828,0.029523,7.56 LSB,FAIL
62958,250.9143,250.8867,0.027609,7.07 LSB,FAIL
62959,250.9163,250.8867,0.029602,7.58 LSB,FAIL
62960,250.9183,250.8906,0.027688,7.09 LSB,FAIL
62961,250.9203,250.8906,0.029681,7.60 LSB,FAIL
62962,250.9223,250.8945,0.027767,7.11 LSB,FAIL
62963,250.9243,250.8945,0.029760,7.62 LSB,FAIL
62964,250.9263,250.8984,0.027846,7.13 LSB,FAIL
62965,250.9283,250.8984,0.029839,7.64 LSB,FAIL
62966,250.9303,250.9023,0.027925,7.15 LSB,FAIL
62967,250.9323,250.9023,0.029918,7.66 LSB,FAIL
62968,250.9343,250.9062,0.028004,7.17 LSB,FAIL
62969,250.9362,250.9062,0.029997,7.68 LSB,FAIL
62970,250.9382,250.9102,0.028083,7.19 LSB,FAIL
62971,250.9402,250.9102,0.030076,7.70 LSB,FAIL
62972,250.9422,250.9141,0.028162,7.21 LSB,FAIL
62973,250.9442,250.9141,0.030154,7.72 LSB,FAIL
62974,250.9462,250.9180,0.028241,7.23 LSB,FAIL
62975,250.9482,250.9180,0.030233,7.74 LSB,FAIL
62976,250.9502,250.9219,0.028319,7.25 LSB,FAIL
62977,250.9522,250.9219,0.030312,7.76 LSB,FAIL
62978,250.9542,250.9258,0.028398,7.27 LSB,FAIL
62979,250.9562,250.9258,0.030390,7.78 LSB,FAIL
62980,250.9582,250.9297,0.028476,7.29 LSB,FAIL
62981,250.9602,250.9297,0.030469,7.80 LSB,FAIL
62982,250.9621,250.9336,0.028555,7.31 LSB,FAIL
62983,250.9641,250.9336,0.030547,7.82 LSB,FAIL
62984,250.9661,250.9375,0.028633,7.33 LSB,FAIL
62985,250.9681,250.9375,0.030625,7.84 LSB,FAIL
62986,250.9701,250.9414,0.028711,7.35 LSB,FAIL
62987,250.9721,250.9414,0.030704,7.86 LSB,FAIL
62988,250.9741,250.9453,0.028790,7.37 LSB,FAIL
62989,250.9761,250.9492,0.026876,6.88 LSB,FAIL
62990,250.9781,250.9492,0.028868,7.39 LSB,FAIL
62991,250.9801,250.9531,0.026954,6.90 LSB,FAIL
62992,250.9821,250.9531,0.028946,7.41 LSB,FAIL
62993,250.9841,250.9570,0.027032,6.92 LSB,FAIL
62994,250.9861,250.9570,0.029024,7.43 LSB,FAIL
62995,250.9880,250.9609,0.027110,6.94 LSB,FAIL
62996,250.9900,250.9609,0.029102,7.45 LSB,FAIL
62997,250.9920,250.9648,0.027188,6.96 LSB,FAIL
62998,250.9940,250.9648,0.029180,7.47 LSB,FAIL
62999,250.9960,250.9688,0.027266,6.98 LSB,FAIL
63000,250.9980,250.9688,0.029258,7.49 LSB,FAIL
63001,251.0000,250.9727,0.027344,7.00 LSB,FAIL
63002,251.0020,250.9727,0.029336,7.51 LSB,FAIL
63003,251.0040,250.9766,0.027422,7.02 LSB,FAIL
63004,251.0060,250.9766,0.029414,7.53 LSB,FAIL
63005,251.0080,250.9805,0.027499,7.04 LSB,FAIL
63006,251.0100,250.9805,0.029491,7.55 LSB,FAIL
63007,251.0120,250.9844,0.027577,7.06 LSB,FAIL
63008,251.0139,250.9844,0.029569,7.57 LSB,FAIL
63009,251.0159,250.9883,0.027654,7.08 LSB,FAIL
63010,251.0179,250.9883,0.029646,7.59 LSB,FAIL
63011,251.0199,250.9922,0.027732,7.10 LSB,FAIL
63012,251.0219,250.9922,0.029724,7.61 LSB,FAIL
63013,251.0239,250.9961,0.027809,7.12 LSB,FAIL
63014,251.0259,250.9961,0.029801,7.63 LSB,FAIL
63015,251.0279,251.0000,0.027887,7.14 LSB,FAIL
63016,251.0299,251.0000,0.029879,7.65 LSB,FAIL
63017,251.0319,251.0039,0.027964,7.16 LSB,FAIL
63018,251.0339,251.0039,0.029956,7.67 LSB,FAIL
63019,251.0359,251.0078,0.028042,7.18 LSB,FAIL
63020,251.0378,251.0078,0.030033,7.69 LSB,FAIL
63021,251.0398,251.0117,0.028119,7.20 LSB,FAIL
63022,251.0418,251.0117,0.030110,7.71 LSB,FAIL
63023,251.0438,251.0156,0.028196,7.22 LSB,FAIL
63024,251.0458,251.0156,0.030188,7.73 LSB,FAIL
63025,251.0478,251.0195,0.028273,7.24 LSB,FAIL
63026,251.0498,251.0195,0.030265,7.75 LSB,FAIL
63027,251.0518,251.0234,0.028350,7.26 LSB,FAIL
63028,251.0538,251.0234,0.030342,7.77 LSB,FAIL
63029,251.0558,251.0273,0.028427,7.28 LSB,FAIL
63030,251.0578,251.0273,0.030419,7.79 LSB,FAIL
63031,251.0598,251.0312,0.028504,7.30 LSB,FAIL
63032,251.0617,251.0312,0.030495,7.81 LSB,FAIL
63033,251.0637,251.0352,0.028581,7.32 LSB,FAIL
63034,251.0657,251.0352,0.030572,7.83 LSB,FAIL
63035,251.0677,251.0391,0.028657,7.34 LSB,FAIL
63036,251.0697,251.0391,0.030649,7.85 LSB,FAIL
63037,251.0717,251.0430,0.028734,7.36 LSB,FAIL
63038,251.0737,251.0469,0.026819,6.87 LSB,FAIL
63039,251.0757,251.0469,0.028811,7.38 LSB,FAIL
63040,251.0777,251.0508,0.026896,6.89 LSB,FAIL
63041,251.0797,251.0508,0.028887,7.40 LSB,FAIL
63042,251.0817,251.0547,0.026973,6.90 LSB,FAIL
63043,251.0837,251.0547,0.028964,7.41 LSB,FAIL
63044,251.0856,251.0586,0.027049,6.92 LSB,FAIL
63045,251.0876,251.0586,0.029040,7.43 LSB,FAIL
63046,251.0896,251.0625,0.027125,6.94 LSB,FAIL
63047,251.0916,251.0625,0.029117,7.45 LSB,FAIL
63048,251.0936,251.0664,0.027202,6.96 LSB,FAIL
63049,251.0956,251.0664,0.029193,7.47 LSB,FAIL
63050,251.0976,251.0703,0.027278,6.98 LSB,FAIL
63051,251.0996,251.0703,0.029269,7.49 LSB,FAIL
63052,251.1016,251.0742,0.027354,7.00 LSB,FAIL
63053,251.1036,251.0742,0.029346,7.51 LSB,FAIL
63054,251.1056,251.0781,0.027430,7.02 LSB,FAIL
63055,251.1075,251.0781,0.029422,7.53 LSB,FAIL
63056,251.1095,251.0820,0.027507,7.04 LSB,FAIL
63057,251.1115,251.0820,0.029498,7.55 LSB,FAIL
63058,251.1135,251.0859,0.027583,7.06 LSB,FAIL
63059,251.1155,251.0859,0.029574,7.57 LSB,FAIL
63060,251.1175,251.0898,0.027659,7.08 LSB,FAIL
63061,251.1195,251.0898,0.029650,7.59 LSB,FAIL
63062,251.1215,251.0938,0.027735,7.10 LSB,FAIL
63063,251.1235,251.0938,0.029726,7.61 LSB,FAIL
63064,251.1255,251.0977,0.027810,7.12 LSB,FAIL
63065,251.1275,251.0977,0.029801,7.63 LSB,FAIL
63066,251.1294,251.1016,0.027886,7.14 LSB,FAIL
63067,251.1314,251.1016,0.029877,7.65 LSB,FAIL
63068,251.1334,251.1055,0.027962,7.16 LSB,FAIL
63069,251.1354,251.1055,0.029953,7.67 LSB,FAIL
63070,251.1374,251.1094,0.028038,7.18 LSB,FAIL
63071,251.1394,251.1094,0.030029,7.69 LSB,FAIL
63072,251.1414,251.1133,0.028113,7.20 LSB,FAIL
63073,251.1434,251.1133,0.030104,7.71 LSB,FAIL
63074,251.1454,251.1172,0.028189,7.22 LSB,FAIL
63075,251.1474,251.1172,0.030180,7.73 LSB,FAIL
63076,251.1494,251.1211,0.028264,7.24 LSB,FAIL
63077,251.1513,251.1211,0.030255,7.75 LSB,FAIL
63078,251.1533,251.1250,0.028340,7.25 LSB,FAIL
63079,251.1553,251.1250,0.030330,7.76 LSB,FAIL
63080,251.1573,251.1289,0.028415,7.27 LSB,FAIL
63081,251.1593,251.1289,0.030406,7.78 LSB,FAIL
63082,251.1613,251.1328,0.028490,7.29 LSB,FAIL
63083,251.1633,251.1328,0.030481,7.80 LSB,FAIL
63084,251.1653,251.1367,0.028565,7.31 LSB,FAIL
63085,251.1673,251.1367,0.030556,7.82 LSB,FAIL
63086,251.1693,251.1406,0.028641,7.33 LSB,FAIL
63087,251.1713,251.1406,0.030631,7.84 LSB,FAIL
63088,251.1732,251.1445,0.028716,7.35 LSB,FAIL
63089,251.1752,251.1445,0.030706,7.86 LSB,FAIL
63090,251.1772,251.1484,0.028791,7.37 LSB,FAIL
63091,251.1792,251.1523,0.026875,6.88 LSB,FAIL
63092,251.1812,251.1523,0.028866,7.39 LSB,FAIL
63093,251.1832,251.1562,0.026950,6.90 LSB,FAIL
63094,251.1852,251.1562,0.028941,7.41 LSB,FAIL
63095,251.1872,251.1602,0.027025,6.92 LSB,FAIL
63096,251.1892,251.1602,0.029015,7.43 LSB,FAIL
63097,251.1912,251.1641,0.027100,6.94 LSB,FAIL
63098,251.1932,251.1641,0.029090,7.45 LSB,FAIL
63099,251.1951,251.1680,0.027175,6.96 LSB,FAIL
63100,251.1971,251.1680,0.029165,7.47 LSB,FAIL
63101,251.1991,251.1719,0.027249,6.98 LSB,FAIL
63102,251.2011,251.1719,0.029240,7.49 LSB,FAIL
63103,251.2031,251.1758,0.027324,6.99 LSB,FAIL
63104,251.2051,251.1758,0.029314,7.50 LSB,FAIL
63105,251.2071,251.1797,0.027398,7.01 LSB,FAIL
63106,251.2091,251.1797,0.029389,7.52 LSB,FAIL
63107,251.2111,251.1836,0.027473,7.03 LSB,FAIL
63108,251.2131,251.1836,0.029463,7.54 LSB,FAIL
63109,251.2150,251.1875,0.027547,7.05 LSB,FAIL
63110,251.2170,251.1875,0.029538,7.56 LSB,FAIL
63111,251.2190,251.1914,0.027622,7.07 LSB,FAIL
63112,251.2210,251.1914,0.029612,7.58 LSB,FAIL
63113,251.2230,251.1953,0.027696,7.09 LSB,FAIL
63114,251.2250,251.1953,0.029686,7.60 LSB,FAIL
63115,251.2270,251.1992,0.027770,7.11 LSB,FAIL
63116,251.2290,251.1992,0.029760,7.62 LSB,FAIL
63117,251.2310,251.2031,0.027844,7.13 LSB,FAIL
63118,251.2330,251.2031,0.029835,7.64 LSB,FAIL
63119,251.2349,251.2070,0.027919,7.15 LSB,FAIL
63120,251.2369,251.2070,0.029909,7.66 LSB,FAIL
63121,251.2389,251.2109,0.027993,7.17 LSB,FAIL
63122,251.2409,251.2109,0.029983,7.68 LSB,FAIL
63123,251.2429,251.2148,0.028067,7.19 LSB,FAIL
63124,251.2449,251.2148,0.030057,7.69 LSB,FAIL
63125,251.2469,251.2188,0.028141,7.20 LSB,FAIL
63126,251.2489,251.2188,0.030131,7.71 LSB,FAIL
63127,251.2509,251.2227,0.028214,7.22 LSB,FAIL
63128,251.2529,251.2227,0.030204,7.73 LSB,FAIL
63129,251.2549,251.2266,0.028288,7.24 LSB,FAIL
63130,251.2568,251.2266,0.030278,7.75 LSB,FAIL
63131,251.2588,251.2305,0.028362,7.26 LSB,FAIL
63132,251.2608,251.2305,0.030352,7.77 LSB,FAIL
63133,251.2628,251.2344,0.028436,7.28 LSB,FAIL
63134,251.2648,251.2344,0.030426,7.79 LSB,FAIL
63135,251.2668,251.2383,0.028509,7.30 LSB,FAIL
63136,251.2688,251.2383,0.030499,7.81 LSB,FAIL
63137,251.2708,251.2422,0.028583,7.32 LSB,FAIL
63138,251.2728,251.2422,0.030573,7.83 LSB,FAIL
63139,251.2748,251.2461,0.028656,7.34 LSB,FAIL
63140,251.2767,251.2461,0.030646,7.85 LSB,FAIL
63141,251.2787,251.2500,0.028730,7.35 LSB,FAIL
63142,251.2807,251.2500,0.030720,7.86 LSB,FAIL
63143,251.2827,251.2539,0.028803,7.37 LSB,FAIL
63144,251.2847,251.2578,0.026887,6.88 LSB,FAIL
63145,251.2867,251.2578,0.028876,7.39 LSB,FAIL
63146,251.2887,251.2617,0.026960,6.90 LSB,FAIL
63147,251.2907,251.2617,0.028950,7.41 LSB,FAIL
63148,251.2927,251.2656,0.027033,6.92 LSB,FAIL
63149,251.2946,251.2656,0.029023,7.43 LSB,FAIL
63150,251.2966,251.2695,0.027106,6.94 LSB,FAIL
63151,251.2986,251.2695,0.029096,7.45 LSB,FAIL
63152,251.3006,251.2734,0.027179,6.96 LSB,FAIL
63153,251.3026,251.2734,0.029169,7.47 LSB,FAIL
63154,251.3046,251.2773,0.027252,6.98 LSB,FAIL
63155,251.3066,251.2773,0.029242,7.49 LSB,FAIL
63156,251.3086,251.2812,0.027325,7.00 LSB,FAIL
63157,251.3106,251.2812,0.029315,7.50 LSB,FAIL
63158,251.3126,251.2852,0.027398,7.01 LSB,FAIL
63159,251.3145,251.2852,0.029388,7.52 LSB,FAIL
63160,251.3165,251.2891,0.027471,7.03 LSB,FAIL
63161,251.3185,251.2891,0.029460,7.54 LSB,FAIL
63162,251.3205,251.2930,0.027544,7.05 LSB,FAIL
63163,251.3225,251.2930,0.029533,7.56 LSB,FAIL
63164,251.3245,251.2969,0.027616,7.07 LSB,FAIL
63165,251.3265,251.2969,0.029606,7.58 LSB,FAIL
63166,251.3285,251.3008,0.027689,7.09 LSB,FAIL
63167,251.3305,251.3008,0.029679,7.60 LSB,FAIL
63168,251.3324,251.3047,0.027762,7.11 LSB,FAIL
63169,251.3344,251.3047,0.029751,7.62 LSB,FAIL
63170,251.3364,251.3086,0.027834,7.13 LSB,FAIL
63171,251.3384,251.3086,0.029824,7.63 LSB,FAIL
63172,251.3404,251.3125,0.027907,7.14 LSB,FAIL
63173,251.3424,251.3125,0.029896,7.65 LSB,FAIL
63174,251.3444,251.3164,0.027979,7.16 LSB,FAIL
63175,251.3464,251.3164,0.029968,7.67 LSB,FAIL
63176,251.3484,251.3203,0.028051,7.18 LSB,FAIL
63177,251.3504,251.3203,0.030041,7.69 LSB,FAIL
63178,251.3523,251.3242,0.028124,7.20 LSB,FAIL
63179,251.3543,251.3242,0.030113,7.71 LSB,FAIL
63180,251.3563,251.3281,0.028196,7.22 LSB,FAIL
63181,251.3583,251.3281,0.030185,7.73 LSB,FAIL
63182,251.3603,251.3320,0.028268,7.24 LSB,FAIL
63183,251.3623,251.3320,0.030257,7.75 LSB,FAIL
63184,251.3643,251.3359,0.028340,7.26 LSB,FAIL
63185,251.3663,251.3359,0.030329,7.76 LSB,FAIL
63186,251.3683,251.3398,0.028412,7.27 LSB,FAIL
63187,251.3702,251.3398,0.030401,7.78 LSB,FAIL
63188,251.3722,251.3438,0.028484,7.29 LSB,FAIL
63189,251.3742,251.3438,0.030473,7.80 LSB,FAIL
63190,251.3762,251.3477,0.028556,7.31 LSB,FAIL
63191,251.3782,251.3477,0.030545,7.82 LSB,FAIL
63192,251.3802,251.3516,0.028628,7.33 LSB,FAIL
63193,251.3822,251.3516,0.030617,7.84 LSB,FAIL
63194,251.3842,251.3555,0.028699,7.35 LSB,FAIL
63195,251.3862,251.3555,0.030688,7.86 LSB,FAIL
63196,251.3881,251.3594,0.028771,7.37 LSB,FAIL
63197,251.3901,251.3633,0.026854,6.87 LSB,FAIL
63198,251.3921,251.3633,0.028843,7.38 LSB,FAIL
63199,251.3941,251.3672,0.026925,6.89 LSB,FAIL
63200,251.3961,251.3672,0.028914,7.40 LSB,FAIL
63201,251.3981,251.3711,0.026997,6.91 LSB,FAIL
63202,251.4001,251.3711,0.028986,7.42 LSB,FAIL
63203,251.4021,251.3750,0.027068,6.93 LSB,FAIL
63204,251.4041,251.3750,0.029057,7.44 LSB,FAIL
63205,251.4060,251.3789,0.027140,6.95 LSB,FAIL
63206,251.4080,251.3789,0.029129,7.46 LSB,FAIL
63207,251.4100,251.3828,0.027211,6.97 LSB,FAIL
63208,251.4120,251.3828,0.029200,7.48 LSB,FAIL
63209,251.4140,251.3867,0.027282,6.98 LSB,FAIL
63210,251.4160,251.3867,0.029271,7.49 LSB,FAIL
63211,251.4180,251.3906,0.027354,7.00 LSB,FAIL
63212,251.4200,251.3906,0.029342,7.51 LSB,FAIL
63213,251.4220,251.3945,0.027425,7.02 LSB,FAIL
63214,251.4239,251.3945,0.029414,7.53 LSB,FAIL
63215,251.4259,251.3984,0.027496,7.04 LSB,FAIL
63216,251.4279,251.3984,0.029485,7.55 LSB,FAIL
63217,251.4299,251.4023,0.027567,7.06 LSB,FAIL
63218,251.4319,251.4023,0.029556,7.57 LSB,FAIL
63219,251.4339,251.4062,0.027638,7.08 LSB,FAIL
63220,251.4359,251.4062,0.029627,7.58 LSB,FAIL
63221,251.4379,251.4102,0.027709,7.09 LSB,FAIL
63222,251.4399,251.4102,0.029697,7.60 LSB,FAIL
63223,251.4418,251.4141,0.027780,7.11 LSB,FAIL
63224,251.4438,251.4141,0.029768,7.62 LSB,FAIL
63225,251.4458,251.4180,0.027850,7.13 LSB,FAIL
63226,251.4478,251.4180,0.029839,7.64 LSB,FAIL
63227,251.4498,251.4219,0.027921,7.15 LSB,FAIL
63228,251.4518,251.4219,0.029910,7.66 LSB,FAIL
63229,251.4538,251.4258,0.027992,7.17 LSB,FAIL
63230,251.4558,251.4258,0.029980,7.67 LSB,FAIL
63231,251.4577,251.4297,0.028062,7.18 LSB,FAIL
63232,251.4597,251.4297,0.030051,7.69 LSB,FAIL
63233,251.4617,251.4336,0.028133,7.20 LSB,FAIL
63234,251.4637,251.4336,0.030121,7.71 LSB,FAIL
63235,251.4657,251.4375,0.028203,7.22 LSB,FAIL
63236,251.4677,251.4375,0.030192,7.73 LSB,FAIL
63237,251.4697,251.4414,0.028274,7.24 LSB,FAIL
63238,251.4717,251.4414,0.030262,7.75 LSB,FAIL
63239,251.4737,251.4453,0.028344,7.26 LSB,FAIL
63240,251.4756,251.4453,0.030332,7.77 LSB,FAIL
63241,251.4776,251.4492,0.028414,7.27 LSB,FAIL
63242,251.4796,251.4492,0.030403,7.78 LSB,FAIL
63243,251.4816,251.4531,0.028485,7.29 LSB,FAIL
63244,251.4836,251.4531,0.030473,7.80 LSB,FAIL
63245,251.4856,251.4570,0.028555,7.31 LSB,FAIL
63246,251.4876,251.4570,0.030543,7.82 LSB,FAIL
63247,251.4896,251.4609,0.028625,7.33 LSB,FAIL
63248,251.4916,251.4609,0.030613,7.84 LSB,FAIL
63249,251.4935,251.4648,0.028695,7.35 LSB,FAIL
63250,251.4955,251.4648,0.030683,7.85 LSB,FAIL
63251,251.4975,251.4688,0.028765,7.36 LSB,FAIL
63252,251.4995,251.4688,0.030753,7.87 LSB,FAIL
63253,251.5015,251.4727,0.028835,7.38 LSB,FAIL
63254,251.5035,251.4766,0.026917,6.89 LSB,FAIL
63255,251.5055,251.4766,0.028905,7.40 LSB,FAIL
63256,251.5075,251.4805,0.026986,6.91 LSB,FAIL
63257,251.5094,251.4805,0.028974,7.42 LSB,FAIL
63258,251.5114,251.4844,0.027056,6.93 LSB,FAIL
63259,251.5134,251.4844,0.029044,7.44 LSB,FAIL
63260,251.5154,251.4883,0.027126,6.94 LSB,FAIL
63261,251.5174,251.4883,0.029114,7.45 LSB,FAIL
63262,251.5194,251.4922,0.027195,6.96 LSB,FAIL
63263,251.5214,251.4922,0.029183,7.47 LSB,FAIL
63264,251.5234,251.4961,0.027265,6.98 LSB,FAIL
63265,251.5253,251.4961,0.029253,7.49 LSB,FAIL
63266,251.5273,251.5000,0.027334,7.00 LSB,FAIL
63267,251.5293,251.5000,0.029322,7.51 LSB,FAIL
63268,251.5313,251.5039,0.027404,7.02 LSB,FAIL
63269,251.5333,251.5039,0.029392,7.52 LSB,FAIL
63270,251.5353,251.5078,0.027473,7.03 LSB,FAIL
63271,251.5373,251.5078,0.029461,7.54 LSB,FAIL
63272,251.5393,251.5117,0.027543,7.05 LSB,FAIL
63273,251.5412,251.5117,0.029530,7.56 LSB,FAIL
63274,251.5432,251.5156,0.027612,7.07 LSB,FAIL
63275,251.5452,251.5156,0.029600,7.58 LSB,FAIL
63276,251.5472,251.5195,0.027681,7.09 LSB,FAIL
63277,251.5492,251.5195,0.029669,7.60 LSB,FAIL
63278,251.5512,251.5234,0.027750,7.10 LSB,FAIL
63279,251.5532,251.5234,0.029738,7.61 LSB,FAIL
63280,251.5552,251.5273,0.027819,7.12 LSB,FAIL
63281,251.5572,251.5273,0.029807,7.63 LSB,FAIL
63282,251.5591,251.5312,0.027888,7.14 LSB,FAIL
63283,251.5611,251.5312,0.029876,7.65 LSB,FAIL
63284,251.5631,251.5352,0.027957,7.16 LSB,FAIL
63285,251.5651,251.5352,0.029945,7.67 LSB,FAIL
63286,251.5671,251.5391,0.028026,7.17 LSB,FAIL
63287,251.5691,251.5391,0.030014,7.68 LSB,FAIL
63288,251.5711,251.5430,0.028095,7.19 LSB,FAIL
63289,251.5731,251.5430,0.030082,7.70 LSB,FAIL
63290,251.5750,251.5469,0.028164,7.21 LSB,FAIL
63291,251.5770,251.5469,0.030151,7.72 LSB,FAIL
63292,251.5790,251.5508,0.028232,7.23 LSB,FAIL
63293,251.5810,251.5508,0.030220,7.74 LSB,FAIL
63294,251.5830,251.5547,0.028301,7.25 LSB,FAIL
63295,251.5850,251.5547,0.030288,7.75 LSB,FAIL
63296,251.5870,251.5586,0.028369,7.26 LSB,FAIL
63297,251.5890,251.5586,0.030357,7.77 LSB,FAIL
63298,251.5909,251.5625,0.028438,7.28 LSB,FAIL
63299,251.5929,251.5625,0.030425,7.79 LSB,FAIL
63300,251.5949,251.5664,0.028506,7.30 LSB,FAIL
63301,251.5969,251.5664,0.030494,7.81 LSB,FAIL
63302,251.5989,251.5703,0.028575,7.32 LSB,FAIL
63303,251.6009,251.5703,0.030562,7.82 LSB,FAIL
63304,251.6029,251.5742,0.028643,7.33 LSB,FAIL
63305,251.6048,251.5742,0.030630,7.84 LSB,FAIL
63306,251.6068,251.5781,0.028711,7.35 LSB,FAIL
63307,251.6088,251.5781,0.030698,7.86 LSB,FAIL
63308,251.6108,251.5820,0.028779,7.37 LSB,FAIL
63309,251.6128,251.5820,0.030767,7.88 LSB,FAIL
63310,251.6148,251.5859,0.028847,7.38 LSB,FAIL
63311,251.6168,251.5898,0.026928,6.89 LSB,FAIL
63312,251.6188,251.5898,0.028915,7.40 LSB,FAIL
63313,251.6207,251.5938,0.026996,6.91 LSB,FAIL
63314,251.6227,251.5938,0.028983,7.42 LSB,FAIL
63315,251.6247,251.5977,0.027064,6.93 LSB,FAIL
63316,251.6267,251.5977,0.029051,7.44 LSB,FAIL
63317,251.6287,251.6016,0.027132,6.95 LSB,FAIL
63318,251.6307,251.6016,0.029119,7.45 LSB,FAIL
63319,251.6327,251.6055,0.027200,6.96 LSB,FAIL
63320,251.6347,251.6055,0.029187,7.47 LSB,FAIL
63321,251.6366,251.6094,0.027268,6.98 LSB,FAIL
63322,251.6386,251.6094,0.029255,7.49 LSB,FAIL
63323,251.6406,251.6133,0.027336,7.00 LSB,FAIL
63324,251.6426,251.6133,0.029322,7.51 LSB,FAIL
63325,251.6446,251.6172,0.027403,7.02 LSB,FAIL
