Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
62426,249.8520,249.8242,0.027737,7.10 LSB,FAIL
62427,249.8540,249.8242,0.029739,7.61 LSB,FAIL
62428,249.8560,249.8281,0.027834,7.13 LSB,FAIL
62429,249.8580,249.8281,0.029835,7.64 LSB,FAIL
62430,249.8600,249.8320,0.027930,7.15 LSB,FAIL
62431,249.8620,249.8320,0.029931,7.66 LSB,FAIL
62432,249.8640,249.8359,0.028025,7.17 LSB,FAIL
62433,249.8660,249.8359,0.030027,7.69 LSB,FAIL
62434,249.8680,249.8398,0.028121,7.20 LSB,FAIL
62435,249.8700,249.8398,0.030122,7.71 LSB,FAIL
62436,249.8720,249.8438,0.028217,7.22 LSB,FAIL
62437,249.8740,249.8438,0.030218,7.74 LSB,FAIL
62438,249.8760,249.8477,0.028313,7.25 LSB,FAIL
62439,249.8780,249.8477,0.030314,7.76 LSB,FAIL
62440,249.8800,249.8516,0.028409,7.27 LSB,FAIL
62441,249.8820,249.8516,0.030410,7.78 LSB,FAIL
62442,249.8840,249.8555,0.028504,7.30 LSB,FAIL
62443,249.8860,249.8555,0.030505,7.81 LSB,FAIL
62444,249.8880,249.8594,0.028600,7.32 LSB,FAIL
62445,249.8900,249.8633,0.026695,6.83 LSB,FAIL
62446,249.8920,249.8633,0.028695,7.35 LSB,FAIL
62447,249.8940,249.8672,0.026790,6.86 LSB,FAIL
62448,249.8960,249.8672,0.028791,7.37 LSB,FAIL
62449,249.8980,249.8711,0.026885,6.88 LSB,FAIL
62450,249.9000,249.8711,0.028886,7.39 LSB,FAIL
62451,249.9020,249.8750,0.026981,6.91 LSB,FAIL
62452,249.9040,249.8750,0.028982,7.42 LSB,FAIL
62453,249.9060,249.8789,0.027076,6.93 LSB,FAIL
62454,249.9080,249.8789,0.029077,7.44 LSB,FAIL
62455,249.9100,249.8828,0.027171,6.96 LSB,FAIL
62456,249.9120,249.8828,0.029172,7.47 LSB,FAIL
62457,249.9140,249.8867,0.027266,6.98 LSB,FAIL
62458,249.9160,249.8867,0.029267,7.49 LSB,FAIL
62459,249.9180,249.8906,0.027362,7.00 LSB,FAIL
62460,249.9200,249.8906,0.029362,7.52 LSB,FAIL
62461,249.9220,249.8945,0.027457,7.03 LSB,FAIL
62462,249.9240,249.8945,0.029457,7.54 LSB,FAIL
62463,249.9260,249.8984,0.027552,7.05 LSB,FAIL
62464,249.9280,249.8984,0.029552,7.57 LSB,FAIL
62465,249.9300,249.9023,0.027646,7.08 LSB,FAIL
62466,249.9320,249.9023,0.029647,7.59 LSB,FAIL
62467,249.9340,249.9062,0.027741,7.10 LSB,FAIL
62468,249.9360,249.9062,0.029742,7.61 LSB,FAIL
62469,249.9380,249.9102,0.027836,7.13 LSB,FAIL
62470,249.9400,249.9102,0.029837,7.64 LSB,FAIL
62471,249.9420,249.9141,0.027931,7.15 LSB,FAIL
62472,249.9440,249.9141,0.029931,7.66 LSB,FAIL
62473,249.9460,249.9180,0.028025,7.17 LSB,FAIL
62474,249.9480,249.9180,0.030026,7.69 LSB,FAIL
62475,249.9500,249.9219,0.028120,7.20 LSB,FAIL
62476,249.9520,249.9219,0.030120,7.71 LSB,FAIL
62477,249.9540,249.9258,0.028215,7.22 LSB,FAIL
62478,249.9560,249.9258,0.030215,7.74 LSB,FAIL
62479,249.9580,249.9297,0.028309,7.25 LSB,FAIL
62480,249.9600,249.9297,0.030309,7.76 LSB,FAIL
62481,249.9620,249.9336,0.028403,7.27 LSB,FAIL
62482,249.9640,249.9336,0.030404,7.78 LSB,FAIL
62483,249.9660,249.9375,0.028498,7.30 LSB,FAIL
62484,249.9680,249.9375,0.030498,7.81 LSB,FAIL
62485,249.9700,249.9414,0.028592,7.32 LSB,FAIL
62486,249.9720,249.9414,0.030592,7.83 LSB,FAIL
62487,249.9740,249.9453,0.028686,7.34 LSB,FAIL
62488,249.9760,249.9492,0.026780,6.86 LSB,FAIL
62489,249.9780,249.9492,0.028780,7.37 LSB,FAIL
62490,249.9800,249.9531,0.026874,6.88 LSB,FAIL
62491,249.9820,249.9531,0.028874,7.39 LSB,FAIL
62492,249.9840,249.9570,0.026968,6.90 LSB,FAIL
62493,249.9860,249.9570,0.028968,7.42 LSB,FAIL
62494,249.9880,249.9609,0.027062,6.93 LSB,FAIL
62495,249.9900,249.9609,0.029062,7.44 LSB,FAIL
62496,249.9920,249.9648,0.027156,6.95 LSB,FAIL
62497,249.9940,249.9648,0.029156,7.46 LSB,FAIL
62498,249.9960,249.9688,0.027250,6.98 LSB,FAIL
62499,249.9980,249.9688,0.029250,7.49 LSB,FAIL
62500,250.0000,249.9727,0.027344,7.00 LSB,FAIL
62501,250.0020,249.9727,0.029344,7.51 LSB,FAIL
62502,250.0040,249.9766,0.027437,7.02 LSB,FAIL
62503,250.0060,249.9766,0.029437,7.54 LSB,FAIL
62504,250.0080,249.9805,0.027531,7.05 LSB,FAIL
62505,250.0100,249.9805,0.029531,7.56 LSB,FAIL
62506,250.0120,249.9844,0.027625,7.07 LSB,FAIL
62507,250.0140,249.9844,0.029625,7.58 LSB,FAIL
62508,250.0160,249.9883,0.027718,7.10 LSB,FAIL
62509,250.0180,249.9883,0.029718,7.61 LSB,FAIL
62510,250.0200,249.9922,0.027812,7.12 LSB,FAIL
62511,250.0220,249.9922,0.029812,7.63 LSB,FAIL
62512,250.0240,249.9961,0.027905,7.14 LSB,FAIL
62513,250.0260,249.9961,0.029905,7.66 LSB,FAIL
62514,250.0280,250.0000,0.027998,7.17 LSB,FAIL
62515,250.0300,250.0000,0.029998,7.68 LSB,FAIL
62516,250.0320,250.0039,0.028092,7.19 LSB,FAIL
62517,250.0340,250.0039,0.030091,7.70 LSB,FAIL
62518,250.0360,250.0078,0.028185,7.22 LSB,FAIL
62519,250.0380,250.0078,0.030185,7.73 LSB,FAIL
62520,250.0400,250.0117,0.028278,7.24 LSB,FAIL
62521,250.0420,250.0117,0.030278,7.75 LSB,FAIL
62522,250.0440,250.0156,0.028371,7.26 LSB,FAIL
62523,250.0460,250.0156,0.030371,7.77 LSB,FAIL
62524,250.0480,250.0195,0.028464,7.29 LSB,FAIL
62525,250.0500,250.0195,0.030464,7.80 LSB,FAIL
62526,250.0520,250.0234,0.028557,7.31 LSB,FAIL
62527,250.0540,250.0234,0.030557,7.82 LSB,FAIL
62528,250.0560,250.0273,0.028650,7.33 LSB,FAIL
62529,250.0580,250.0312,0.026743,6.85 LSB,FAIL
62530,250.0600,250.0312,0.028743,7.36 LSB,FAIL
62531,250.0620,250.0352,0.026836,6.87 LSB,FAIL
62532,250.0640,250.0352,0.028836,7.38 LSB,FAIL
62533,250.0660,250.0391,0.026929,6.89 LSB,FAIL
62534,250.0680,250.0391,0.028928,7.41 LSB,FAIL
62535,250.0700,250.0430,0.027021,6.92 LSB,FAIL
62536,250.0720,250.0430,0.029021,7.43 LSB,FAIL
62537,250.0740,250.0469,0.027114,6.94 LSB,FAIL
62538,250.0760,250.0469,0.029113,7.45 LSB,FAIL
62539,250.0780,250.0508,0.027207,6.96 LSB,FAIL
62540,250.0800,250.0508,0.029206,7.48 LSB,FAIL
62541,250.0820,250.0547,0.027299,6.99 LSB,FAIL
62542,250.0840,250.0547,0.029298,7.50 LSB,FAIL
62543,250.0860,250.0586,0.027391,7.01 LSB,FAIL
62544,250.0880,250.0586,0.029391,7.52 LSB,FAIL
62545,250.0900,250.0625,0.027484,7.04 LSB,FAIL
62546,250.0920,250.0625,0.029483,7.55 LSB,FAIL
62547,250.0940,250.0664,0.027576,7.06 LSB,FAIL
62548,250.0960,250.0664,0.029575,7.57 LSB,FAIL
62549,250.0980,250.0703,0.027668,7.08 LSB,FAIL
62550,250.1000,250.0703,0.029668,7.59 LSB,FAIL
62551,250.1020,250.0742,0.027760,7.11 LSB,FAIL
62552,250.1040,250.0742,0.029760,7.62 LSB,FAIL
62553,250.1060,250.0781,0.027853,7.13 LSB,FAIL
62554,250.1080,250.0781,0.029852,7.64 LSB,FAIL
62555,250.1100,250.0820,0.027945,7.15 LSB,FAIL
62556,250.1120,250.0820,0.029944,7.67 LSB,FAIL
62557,250.1140,250.0859,0.028037,7.18 LSB,FAIL
62558,250.1160,250.0859,0.030036,7.69 LSB,FAIL
62559,250.1180,250.0898,0.028128,7.20 LSB,FAIL
62560,250.1200,250.0898,0.030127,7.71 LSB,FAIL
62561,250.1220,250.0938,0.028220,7.22 LSB,FAIL
62562,250.1240,250.0938,0.030219,7.74 LSB,FAIL
62563,250.1260,250.0977,0.028312,7.25 LSB,FAIL
62564,250.1280,250.0977,0.030311,7.76 LSB,FAIL
62565,250.1300,250.1016,0.028404,7.27 LSB,FAIL
62566,250.1320,250.1016,0.030403,7.78 LSB,FAIL
62567,250.1340,250.1055,0.028495,7.29 LSB,FAIL
62568,250.1360,250.1055,0.030494,7.81 LSB,FAIL
62569,250.1380,250.1094,0.028587,7.32 LSB,FAIL
62570,250.1400,250.1094,0.030586,7.83 LSB,FAIL
62571,250.1420,250.1133,0.028678,7.34 LSB,FAIL
62572,250.1440,250.1172,0.026771,6.85 LSB,FAIL
62573,250.1460,250.1172,0.028770,7.37 LSB,FAIL
62574,250.1480,250.1211,0.026862,6.88 LSB,FAIL
62575,250.1500,250.1211,0.028861,7.39 LSB,FAIL
62576,250.1520,250.1250,0.026954,6.90 LSB,FAIL
62577,250.1540,250.1250,0.028953,7.41 LSB,FAIL
62578,250.1560,250.1289,0.027045,6.92 LSB,FAIL
62579,250.1580,250.1289,0.029044,7.44 LSB,FAIL
62580,250.1599,250.1328,0.027136,6.95 LSB,FAIL
62581,250.1619,250.1328,0.029135,7.46 LSB,FAIL
62582,250.1639,250.1367,0.027227,6.97 LSB,FAIL
62583,250.1659,250.1367,0.029226,7.48 LSB,FAIL
62584,250.1679,250.1406,0.027319,6.99 LSB,FAIL
62585,250.1699,250.1406,0.029317,7.51 LSB,FAIL
62586,250.1719,250.1445,0.027410,7.02 LSB,FAIL
62587,250.1739,250.1445,0.029408,7.53 LSB,FAIL
62588,250.1759,250.1484,0.027501,7.04 LSB,FAIL
62589,250.1779,250.1484,0.029499,7.55 LSB,FAIL
62590,250.1799,250.1523,0.027591,7.06 LSB,FAIL
62591,250.1819,250.1523,0.029590,7.58 LSB,FAIL
62592,250.1839,250.1562,0.027682,7.09 LSB,FAIL
62593,250.1859,250.1562,0.029681,7.60 LSB,FAIL
62594,250.1879,250.1602,0.027773,7.11 LSB,FAIL
62595,250.1899,250.1602,0.029772,7.62 LSB,FAIL
62596,250.1919,250.1641,0.027864,7.13 LSB,FAIL
62597,250.1939,250.1641,0.029862,7.64 LSB,FAIL
62598,250.1959,250.1680,0.027954,7.16 LSB,FAIL
62599,250.1979,250.1680,0.029953,7.67 LSB,FAIL
62600,250.1999,250.1719,0.028045,7.18 LSB,FAIL
62601,250.2019,250.1719,0.030043,7.69 LSB,FAIL
62602,250.2039,250.1758,0.028136,7.20 LSB,FAIL
62603,250.2059,250.1758,0.030134,7.71 LSB,FAIL
62604,250.2079,250.1797,0.028226,7.23 LSB,FAIL
62605,250.2099,250.1797,0.030224,7.74 LSB,FAIL
62606,250.2119,250.1836,0.028316,7.25 LSB,FAIL
62607,250.2139,250.1836,0.030315,7.76 LSB,FAIL
62608,250.2159,250.1875,0.028407,7.27 LSB,FAIL
62609,250.2179,250.1875,0.030405,7.78 LSB,FAIL
62610,250.2199,250.1914,0.028497,7.30 LSB,FAIL
62611,250.2219,250.1914,0.030495,7.81 LSB,FAIL
62612,250.2239,250.1953,0.028587,7.32 LSB,FAIL
62613,250.2259,250.1953,0.030585,7.83 LSB,FAIL
62614,250.2279,250.1992,0.028677,7.34 LSB,FAIL
62615,250.2299,250.2031,0.026769,6.85 LSB,FAIL
62616,250.2319,250.2031,0.028767,7.36 LSB,FAIL
62617,250.2339,250.2070,0.026859,6.88 LSB,FAIL
62618,250.2359,250.2070,0.028857,7.39 LSB,FAIL
62619,250.2379,250.2109,0.026949,6.90 LSB,FAIL
62620,250.2399,250.2109,0.028947,7.41 LSB,FAIL
62621,250.2419,250.2148,0.027039,6.92 LSB,FAIL
62622,250.2439,250.2148,0.029037,7.43 LSB,FAIL
62623,250.2459,250.2188,0.027129,6.95 LSB,FAIL
62624,250.2479,250.2188,0.029127,7.46 LSB,FAIL
62625,250.2499,250.2227,0.027219,6.97 LSB,FAIL
62626,250.2519,250.2227,0.029217,7.48 LSB,FAIL
62627,250.2539,250.2266,0.027309,6.99 LSB,FAIL
62628,250.2559,250.2266,0.029307,7.50 LSB,FAIL
62629,250.2579,250.2305,0.027398,7.01 LSB,FAIL
62630,250.2599,250.2305,0.029396,7.53 LSB,FAIL
62631,250.2619,250.2344,0.027488,7.04 LSB,FAIL
62632,250.2639,250.2344,0.029486,7.55 LSB,FAIL
62633,250.2659,250.2383,0.027577,7.06 LSB,FAIL
62634,250.2679,250.2383,0.029575,7.57 LSB,FAIL
62635,250.2699,250.2422,0.027667,7.08 LSB,FAIL
62636,250.2719,250.2422,0.029665,7.59 LSB,FAIL
62637,250.2739,250.2461,0.027756,7.11 LSB,FAIL
62638,250.2758,250.2461,0.029754,7.62 LSB,FAIL
62639,250.2778,250.2500,0.027846,7.13 LSB,FAIL
62640,250.2798,250.2500,0.029843,7.64 LSB,FAIL
62641,250.2818,250.2539,0.027935,7.15 LSB,FAIL
62642,250.2838,250.2539,0.029933,7.66 LSB,FAIL
62643,250.2858,250.2578,0.028024,7.17 LSB,FAIL
62644,250.2878,250.2578,0.030022,7.69 LSB,FAIL
62645,250.2898,250.2617,0.028113,7.20 LSB,FAIL
62646,250.2918,250.2617,0.030111,7.71 LSB,FAIL
62647,250.2938,250.2656,0.028202,7.22 LSB,FAIL
62648,250.2958,250.2656,0.030200,7.73 LSB,FAIL
62649,250.2978,250.2695,0.028291,7.24 LSB,FAIL
62650,250.2998,250.2695,0.030289,7.75 LSB,FAIL
62651,250.3018,250.2734,0.028380,7.27 LSB,FAIL
62652,250.3038,250.2734,0.030378,7.78 LSB,FAIL
62653,250.3058,250.2773,0.028469,7.29 LSB,FAIL
62654,250.3078,250.2773,0.030467,7.80 LSB,FAIL
62655,250.3098,250.2812,0.028558,7.31 LSB,FAIL
62656,250.3118,250.2812,0.030556,7.82 LSB,FAIL
62657,250.3138,250.2852,0.028647,7.33 LSB,FAIL
62658,250.3158,250.2852,0.030644,7.84 LSB,FAIL
62659,250.3178,250.2891,0.028736,7.36 LSB,FAIL
62660,250.3198,250.2930,0.026827,6.87 LSB,FAIL
62661,250.3218,250.2930,0.028824,7.38 LSB,FAIL
62662,250.3238,250.2969,0.026915,6.89 LSB,FAIL
62663,250.3258,250.2969,0.028913,7.40 LSB,FAIL
62664,250.3278,250.3008,0.027004,6.91 LSB,FAIL
62665,250.3298,250.3008,0.029001,7.42 LSB,FAIL
62666,250.3318,250.3047,0.027092,6.94 LSB,FAIL
62667,250.3338,250.3047,0.029090,7.45 LSB,FAIL
62668,250.3358,250.3086,0.027181,6.96 LSB,FAIL
62669,250.3378,250.3086,0.029178,7.47 LSB,FAIL
62670,250.3398,250.3125,0.027269,6.98 LSB,FAIL
62671,250.3418,250.3125,0.029266,7.49 LSB,FAIL
62672,250.3438,250.3164,0.027357,7.00 LSB,FAIL
62673,250.3458,250.3164,0.029355,7.51 LSB,FAIL
62674,250.3478,250.3203,0.027446,7.03 LSB,FAIL
62675,250.3498,250.3203,0.029443,7.54 LSB,FAIL
62676,250.3518,250.3242,0.027534,7.05 LSB,FAIL
62677,250.3537,250.3242,0.029531,7.56 LSB,FAIL
62678,250.3557,250.3281,0.027622,7.07 LSB,FAIL
62679,250.3577,250.3281,0.029619,7.58 LSB,FAIL
62680,250.3597,250.3320,0.027710,7.09 LSB,FAIL
62681,250.3617,250.3320,0.029707,7.61 LSB,FAIL
62682,250.3637,250.3359,0.027798,7.12 LSB,FAIL
62683,250.3657,250.3359,0.029795,7.63 LSB,FAIL
62684,250.3677,250.3398,0.027886,7.14 LSB,FAIL
62685,250.3697,250.3398,0.029883,7.65 LSB,FAIL
62686,250.3717,250.3438,0.027974,7.16 LSB,FAIL
62687,250.3737,250.3438,0.029971,7.67 LSB,FAIL
62688,250.3757,250.3477,0.028061,7.18 LSB,FAIL
62689,250.3777,250.3477,0.030058,7.69 LSB,FAIL
62690,250.3797,250.3516,0.028149,7.21 LSB,FAIL
62691,250.3817,250.3516,0.030146,7.72 LSB,FAIL
62692,250.3837,250.3555,0.028237,7.23 LSB,FAIL
62693,250.3857,250.3555,0.030234,7.74 LSB,FAIL
62694,250.3877,250.3594,0.028324,7.25 LSB,FAIL
62695,250.3897,250.3594,0.030321,7.76 LSB,FAIL
62696,250.3917,250.3633,0.028412,7.27 LSB,FAIL
62697,250.3937,250.3633,0.030409,7.78 LSB,FAIL
62698,250.3957,250.3672,0.028499,7.30 LSB,FAIL
62699,250.3977,250.3672,0.030496,7.81 LSB,FAIL
62700,250.3997,250.3711,0.028587,7.32 LSB,FAIL
62701,250.4017,250.3711,0.030584,7.83 LSB,FAIL
62702,250.4037,250.3750,0.028674,7.34 LSB,FAIL
62703,250.4057,250.3789,0.026765,6.85 LSB,FAIL
62704,250.4077,250.3789,0.028761,7.36 LSB,FAIL
62705,250.4097,250.3828,0.026852,6.87 LSB,FAIL
62706,250.4117,250.3828,0.028849,7.39 LSB,FAIL
62707,250.4137,250.3867,0.026939,6.90 LSB,FAIL
62708,250.4157,250.3867,0.028936,7.41 LSB,FAIL
62709,250.4177,250.3906,0.027026,6.92 LSB,FAIL
62710,250.4196,250.3906,0.029023,7.43 LSB,FAIL
62711,250.4216,250.3945,0.027113,6.94 LSB,FAIL
62712,250.4236,250.3945,0.029110,7.45 LSB,FAIL
62713,250.4256,250.3984,0.027200,6.96 LSB,FAIL
62714,250.4276,250.3984,0.029197,7.47 LSB,FAIL
62715,250.4296,250.4023,0.027287,6.99 LSB,FAIL
62716,250.4316,250.4023,0.029284,7.50 LSB,FAIL
62717,250.4336,250.4062,0.027374,7.01 LSB,FAIL
62718,250.4356,250.4062,0.029370,7.52 LSB,FAIL
62719,250.4376,250.4102,0.027461,7.03 LSB,FAIL
62720,250.4396,250.4102,0.029457,7.54 LSB,FAIL
62721,250.4416,250.4141,0.027547,7.05 LSB,FAIL
62722,250.4436,250.4141,0.029544,7.56 LSB,FAIL
62723,250.4456,250.4180,0.027634,7.07 LSB,FAIL
62724,250.4476,250.4180,0.029631,7.59 LSB,FAIL
62725,250.4496,250.4219,0.027721,7.10 LSB,FAIL
62726,250.4516,250.4219,0.029717,7.61 LSB,FAIL
62727,250.4536,250.4258,0.027807,7.12 LSB,FAIL
62728,250.4556,250.4258,0.029804,7.63 LSB,FAIL
62729,250.4576,250.4297,0.027894,7.14 LSB,FAIL
62730,250.4596,250.4297,0.029890,7.65 LSB,FAIL
62731,250.4616,250.4336,0.027980,7.16 LSB,FAIL
62732,250.4636,250.4336,0.029976,7.67 LSB,FAIL
62733,250.4656,250.4375,0.028066,7.19 LSB,FAIL
62734,250.4676,250.4375,0.030063,7.70 LSB,FAIL
62735,250.4696,250.4414,0.028153,7.21 LSB,FAIL
62736,250.4716,250.4414,0.030149,7.72 LSB,FAIL
62737,250.4736,250.4453,0.028239,7.23 LSB,FAIL
62738,250.4755,250.4453,0.030235,7.74 LSB,FAIL
62739,250.4775,250.4492,0.028325,7.25 LSB,FAIL
62740,250.4795,250.4492,0.030321,7.76 LSB,FAIL
62741,250.4815,250.4531,0.028411,7.27 LSB,FAIL
62742,250.4835,250.4531,0.030407,7.78 LSB,FAIL
62743,250.4855,250.4570,0.028497,7.30 LSB,FAIL
62744,250.4875,250.4570,0.030493,7.81 LSB,FAIL
62745,250.4895,250.4609,0.028583,7.32 LSB,FAIL
62746,250.4915,250.4609,0.030579,7.83 LSB,FAIL
62747,250.4935,250.4648,0.028669,7.34 LSB,FAIL
62748,250.4955,250.4688,0.026759,6.85 LSB,FAIL
62749,250.4975,250.4688,0.028755,7.36 LSB,FAIL
62750,250.4995,250.4727,0.026845,6.87 LSB,FAIL
62751,250.5015,250.4727,0.028841,7.38 LSB,FAIL
62752,250.5035,250.4766,0.026930,6.89 LSB,FAIL
62753,250.5055,250.4766,0.028926,7.41 LSB,FAIL
62754,250.5075,250.4805,0.027016,6.92 LSB,FAIL
62755,250.5095,250.4805,0.029012,7.43 LSB,FAIL
62756,250.5115,250.4844,0.027102,6.94 LSB,FAIL
62757,250.5135,250.4844,0.029098,7.45 LSB,FAIL
62758,250.5155,250.4883,0.027187,6.96 LSB,FAIL
62759,250.5175,250.4883,0.029183,7.47 LSB,FAIL
62760,250.5195,250.4922,0.027273,6.98 LSB,FAIL
62761,250.5215,250.4922,0.029269,7.49 LSB,FAIL
62762,250.5235,250.4961,0.027358,7.00 LSB,FAIL
62763,250.5254,250.4961,0.029354,7.51 LSB,FAIL
62764,250.5274,250.5000,0.027444,7.03 LSB,FAIL
62765,250.5294,250.5000,0.029439,7.54 LSB,FAIL
62766,250.5314,250.5039,0.027529,7.05 LSB,FAIL
62767,250.5334,250.5039,0.029525,7.56 LSB,FAIL
62768,250.5354,250.5078,0.027614,7.07 LSB,FAIL
62769,250.5374,250.5078,0.029610,7.58 LSB,FAIL
62770,250.5394,250.5117,0.027699,7.09 LSB,FAIL
62771,250.5414,250.5117,0.029695,7.60 LSB,FAIL
62772,250.5434,250.5156,0.027784,7.11 LSB,FAIL
62773,250.5454,250.5156,0.029780,7.62 LSB,FAIL
62774,250.5474,250.5195,0.027869,7.13 LSB,FAIL
62775,250.5494,250.5195,0.029865,7.65 LSB,FAIL
62776,250.5514,250.5234,0.027954,7.16 LSB,FAIL
62777,250.5534,250.5234,0.029950,7.67 LSB,FAIL
62778,250.5554,250.5273,0.028039,7.18 LSB,FAIL
62779,250.5574,250.5273,0.030035,7.69 LSB,FAIL
62780,250.5594,250.5312,0.028124,7.20 LSB,FAIL
62781,250.5614,250.5312,0.030120,7.71 LSB,FAIL
62782,250.5634,250.5352,0.028209,7.22 LSB,FAIL
62783,250.5654,250.5352,0.030204,7.73 LSB,FAIL
62784,250.5674,250.5391,0.028294,7.24 LSB,FAIL
62785,250.5694,250.5391,0.030289,7.75 LSB,FAIL
62786,250.5713,250.5430,0.028378,7.26 LSB,FAIL
62787,250.5733,250.5430,0.030374,7.78 LSB,FAIL
62788,250.5753,250.5469,0.028463,7.29 LSB,FAIL
62789,250.5773,250.5469,0.030458,7.80 LSB,FAIL
62790,250.5793,250.5508,0.028548,7.31 LSB,FAIL
62791,250.5813,250.5508,0.030543,7.82 LSB,FAIL
62792,250.5833,250.5547,0.028632,7.33 LSB,FAIL
62793,250.5853,250.5547,0.030627,7.84 LSB,FAIL
62794,250.5873,250.5586,0.028716,7.35 LSB,FAIL
62795,250.5893,250.5625,0.026805,6.86 LSB,FAIL
62796,250.5913,250.5625,0.028801,7.37 LSB,FAIL
62797,250.5933,250.5664,0.026890,6.88 LSB,FAIL
62798,250.5953,250.5664,0.028885,7.39 LSB,FAIL
62799,250.5973,250.5703,0.026974,6.91 LSB,FAIL
62800,250.5993,250.5703,0.028969,7.42 LSB,FAIL
62801,250.6013,250.5742,0.027058,6.93 LSB,FAIL
62802,250.6033,250.5742,0.029053,7.44 LSB,FAIL
62803,250.6053,250.5781,0.027142,6.95 LSB,FAIL
62804,250.6073,250.5781,0.029137,7.46 LSB,FAIL
62805,250.6093,250.5820,0.027226,6.97 LSB,FAIL
62806,250.6113,250.5820,0.029221,7.48 LSB,FAIL
62807,250.6132,250.5859,0.027310,6.99 LSB,FAIL
62808,250.6152,250.5859,0.029305,7.50 LSB,FAIL
62809,250.6172,250.5898,0.027394,7.01 LSB,FAIL
62810,250.6192,250.5898,0.029389,7.52 LSB,FAIL
62811,250.6212,250.5938,0.027478,7.03 LSB,FAIL
62812,250.6232,250.5938,0.029473,7.55 LSB,FAIL
62813,250.6252,250.5977,0.027562,7.06 LSB,FAIL
62814,250.6272,250.5977,0.029557,7.57 LSB,FAIL
62815,250.6292,250.6016,0.027646,7.08 LSB,FAIL
62816,250.6312,250.6016,0.029641,7.59 LSB,FAIL
62817,250.6332,250.6055,0.027729,7.10 LSB,FAIL
62818,250.6352,250.6055,0.029724,7.61 LSB,FAIL
62819,250.6372,250.6094,0.027813,7.12 LSB,FAIL
62820,250.6392,250.6094,0.029808,7.63 LSB,FAIL
62821,250.6412,250.6133,0.027897,7.14 LSB,FAIL
62822,250.6432,250.6133,0.029891,7.65 LSB,FAIL
62823,250.6452,250.6172,0.027980,7.16 LSB,FAIL
62824,250.6472,250.6172,0.029975,7.67 LSB,FAIL
62825,250.6492,250.6211,0.028063,7.18 LSB,FAIL
62826,250.6512,250.6211,0.030058,7.69 LSB,FAIL
62827,250.6531,250.6250,0.028147,7.21 LSB,FAIL
62828,250.6551,250.6250,0.030142,7.72 LSB,FAIL
62829,250.6571,250.6289,0.028230,7.23 LSB,FAIL
62830,250.6591,250.6289,0.030225,7.74 LSB,FAIL
62831,250.6611,250.6328,0.028313,7.25 LSB,FAIL
62832,250.6631,250.6328,0.030308,7.76 LSB,FAIL
62833,250.6651,250.6367,0.028396,7.27 LSB,FAIL
62834,250.6671,250.6367,0.030391,7.78 LSB,FAIL
62835,250.6691,250.6406,0.028480,7.29 LSB,FAIL
62836,250.6711,250.6406,0.030474,7.80 LSB,FAIL
62837,250.6731,250.6445,0.028563,7.31 LSB,FAIL
62838,250.6751,250.6445,0.030557,7.82 LSB,FAIL
62839,250.6771,250.6484,0.028646,7.33 LSB,FAIL
62840,250.6791,250.6484,0.030640,7.84 LSB,FAIL
62841,250.6811,250.6523,0.028729,7.35 LSB,FAIL
62842,250.6831,250.6562,0.026817,6.87 LSB,FAIL
62843,250.6851,250.6562,0.028811,7.38 LSB,FAIL
62844,250.6871,250.6602,0.026900,6.89 LSB,FAIL
62845,250.6891,250.6602,0.028894,7.40 LSB,FAIL
62846,250.6910,250.6641,0.026982,6.91 LSB,FAIL
62847,250.6930,250.6641,0.028977,7.42 LSB,FAIL
62848,250.6950,250.6680,0.027065,6.93 LSB,FAIL
62849,250.6970,250.6680,0.029060,7.44 LSB,FAIL
62850,250.6990,250.6719,0.027148,6.95 LSB,FAIL
62851,250.7010,250.6719,0.029142,7.46 LSB,FAIL
62852,250.7030,250.6758,0.027230,6.97 LSB,FAIL
62853,250.7050,250.6758,0.029225,7.48 LSB,FAIL
62854,250.7070,250.6797,0.027313,6.99 LSB,FAIL
62855,250.7090,250.6797,0.029307,7.50 LSB,FAIL
62856,250.7110,250.6836,0.027395,7.01 LSB,FAIL
62857,250.7130,250.6836,0.029390,7.52 LSB,FAIL
62858,250.7150,250.6875,0.027478,7.03 LSB,FAIL
62859,250.7170,250.6875,0.029472,7.54 LSB,FAIL
62860,250.7190,250.6914,0.027560,7.06 LSB,FAIL
62861,250.7210,250.6914,0.029554,7.57 LSB,FAIL
62862,250.7230,250.6953,0.027642,7.08 LSB,FAIL
62863,250.7249,250.6953,0.029636,7.59 LSB,FAIL
62864,250.7269,250.6992,0.027724,7.10 LSB,FAIL
62865,250.7289,250.6992,0.029719,7.61 LSB,FAIL
62866,250.7309,250.7031,0.027806,7.12 LSB,FAIL
62867,250.7329,250.7031,0.029801,7.63 LSB,FAIL
62868,250.7349,250.7070,0.027889,7.14 LSB,FAIL
62869,250.7369,250.7070,0.029883,7.65 LSB,FAIL
62870,250.7389,250.7109,0.027971,7.16 LSB,FAIL
62871,250.7409,250.7109,0.029965,7.67 LSB,FAIL
62872,250.7429,250.7148,0.028052,7.18 LSB,FAIL
62873,250.7449,250.7148,0.030047,7.69 LSB,FAIL
62874,250.7469,250.7188,0.028134,7.20 LSB,FAIL
62875,250.7489,250.7188,0.030128,7.71 LSB,FAIL
